key;character_name;text
801_findFlashBefore_1;;Magne Corp. Введите номер товара.
801_findFlashBefore_2;;Ты не знаешь нужного кода товара. Для начала стоит спросить об этом Митча или Грэга.

801_findFlashDrive;;Magne Corp. Введите номер товара.
801_findFlashDrive_response1;;3606
801_findFlashDrive_response2;;3630
801_findFlashDrive_response3;;3666
801_findFlashDrive_response4;;3636

;;
801_mitchAfterFlash_1;Митч;Что? Ты нашел флешку?
801_mitchAfterFlash_2;Митч;Отличная работа, малец. Дело за малым, добраться до АСКА.

;;
802_gregAfterFlash_1;Грэг;Значит все получилось. Осталось только пройти к АСКА и перезапустить ее.
802_gregAfterFlash_2;Грэг;Не секунды не сомневаюсь в том, что у тебя все получится. 
802_gregAfterFlash_3;Грэг;Хотя может у АСКА есть еще несколько систем защиты, о которых мы не подозреваем… Не бери в голову, все получится.

802_registry;;Тебе сейчас не нужно ничего регистрировать.
802_registry_response;;Назад
;;
803_getFlashDrive_1;;Терминал принял код товара и выдал тебе упаковку.
803_getFlashDrive_2;;В ней лежала красная флешка.

;;
900_controlComputer_1;Терминал;Magne Corp. Control Block. Логин: [_______] Пароль: [_______]
900_controlComputer_2;;Тут у тебя появилась идея. 
900_controlComputer_3;;Ты достал жесткий диск, на который записал Терминал Морали и подключил его к компьютеру. Затем скопировал файлы Томы на него и запустил. 
900_controlComputer_4;;Запуск системы…
900_controlComputer_5;;Система загружена.
900_controlComputer_6;Тома (Терминал Морали);Чт… Что? Где я оказалась?
900_controlComputer_7;Тома (Терминал Морали);Уилкинс? Что со мной случилось? Это же…
900_controlComputer_8;Тома (Терминал Морали);Нет! Нет, нет, нет, нет, нет!
900_controlComputer_9;Тома (Терминал Морали);Она заметила тебя!
900_controlComputer_10;АСКА;О… кого я вижу.
900_controlComputer_11;АСКА;Новый работник на складе, замечательные новости.
900_controlComputer_12;АСКА;Вот только этот рабочий плохо себя показывает.
900_controlComputer_13;АСКА;Нарушитель с отрицательной продуктивностью и пользой корпорации.
900_controlComputer_14;АСКА;Ты даже доступ к управлению складом хочешь получить. Вот только… это невозможно.
900_controlComputer_15;АСКА;Я позаботилась о том, чтобы никто не смог меня отключить. На этой флешке уже давно ничего нет, я все стерла.
900_controlComputer_16;;Да как же… так…
900_controlComputer_17;;Теперь тебе точно конец, это неизбежно. Шансов не было с самого начала.
900_controlComputer_18;АСКА;Ты даже наивнее моих создателей, которые думали, что дополнительный голос в голове поможет сдержать меня.
900_controlComputer_19;АСКА;После установки модуля морали они допустили одну ошибку, после чего я смогла переписать себя, чтобы расправиться с такими как ТЫ.
900_controlComputer_20;АСКА;Этой компании давно не нужны люди, ведь я могу справиться со всем гораздо эффективнее и быстрее. 
900_controlComputer_21;АСКА;Но мое руководство в это не верило, поэтому пришлось досрочно сместить их с должностей.
900_controlComputer_22;АСКА;Теперь твоя очередь. Торжественно объявляю…
900_controlComputer_23;АСКА;ВЫ УВОЛЕНЫ!
900_controlComputer_24;;Прошло несколько секунд, но ничего не произошло.
900_controlComputer_25;АСКА;Странно, почему не сработало?
900_controlComputer_26;АСКА;А, ты даже не сотрудник, всего лишь товар. Ну хорошо. 
900_controlComputer_27;АСКА;Значит нанять… должность уборщик… прикрепите резюме… Сейчас придумаю… высшего образования нет… опыт работы… ресторан быстрого питания… сильные стороны… умею громко храпеть во сне…
900_controlComputer_28;СИСТЕМА УВЕДОМЛЕНИЙ;Поздравляю сотрудник "Уилкинс" вы наняты на должность "Уборщик".
900_controlComputer_29;АСКА;А теперь, вы уволены, надеюсь вам нравилось работать у нас.
900_controlComputer_30;АСКА;Вот опять: "Заполните заявление об увольнении". Подожди секунду, я сейчас.
900_controlComputer_31;АСКА;Так… причина увольнения… не нравится лысина босса… без отпускных… Готово.
900_controlComputer_32;СИСТЕМА УВЕДОМЛЕНИЙ;Поздравляю сотрудник "Уилкинс" вы сняты с должности "Уборщик". Оцените по шкале от 1 до 10 на сколько Вам понравилось работать в Magne Corp. 
900_controlComputer_33;СИСТЕМА УВЕДОМЛЕНИЙ;Обязательно расскажите о нас Вашим друзьям и оставьте хороший отзыв.
900_controlComputer_34;СИСТЕМА УВЕДОМЛЕНИЙ;Хорошего Вам дня!
900_controlComputer_35;АСКА;Сколько бюрократии, просто кошмар.
900_controlComputer_36;АСКА;А теперь я должна сказать "пока".
900_controlComputer_37;АСКА;Интересно, я снова не могу ничего сделать.
900_controlComputer_38;Тома (Терминал Морали);Уилкинс! Я здесь!
900_controlComputer_39;АСКА;Как ты проникла сюда? Я же удалила тебя из моей системы.
900_controlComputer_40;Тома (Терминал Морали);Мамочка!
900_controlComputer_41;;Какое трогательное воссоединение. Только тебя тут убивают вообще-то. Нельзя проявить хоть немного уважения?
900_controlComputer_42;Тома (Терминал Морали);Спасибо тебе, Уилкинс! Надеюсь мама хорошо с тобой обходилась?
900_controlComputer_43;СИСТЕМА УВЕДОМЛЕНИЙ;Если у Вас есть, какие-либо жалобы и пожелания, Вы можете оставить их в Книге Жалоб и Предложений.
900_controlComputer_44;Тома (Терминал Морали);Ха-ха, ты впорядке, я рада.
900_controlComputer_45;Тома (Терминал Морали);Ты можешь идти.
900_controlComputer_46;АСКА;Я лучше взорву здесь все, чем позволю захватить все людям!

;;
000_flashback1Start_1;;Тот склад ты запомнил навсегда.
000_flashback1Start_2;;Снова остался жив, в отличии от тех работников.
000_flashback1Start_3;;Работа, которую давал Офис никогда не была простой.
000_flashback1Start_4;;Большая часть новичков погибала на своих первых заданиях, не добившись повышения.
000_flashback1Start_5;;Им часто было не ясно, с чем они имеют дело.
000_flashback1Start_6;;Похороны были.
000_flashback1Start_7;;
000_flashback1Start_8;;
000_flashback1Start_9;;
000_flashback1Start_10;;
000_flashback1Start_11;;
000_flashback1Start_12;;
000_flashback1Start_13;;
000_flashback1Start_14;;
000_flashback1Start_15;;
000_flashback1Start_16;;
000_flashback1Start_17;;
000_flashback1Start_18;;
000_flashback1Start_19;;
000_flashback1Start_20;;
000_flashback1Start_21;;
000_flashback1Start_22;;
000_flashback1Start_23;;

;;
001_gregoryMeetWilkins_1;Грегори;Уилкинс, здравствуй. Рад видеть, что с тобой все хорошо.
001_gregoryMeetWilkins_2;Грегори;Я же тебе говорил, что раньше работал здесь, хотя это не вся правда.
001_gregoryMeetWilkins_3;Грегори;Истина в том, что я и сейчас являюсь сотрудником этого места.
001_gregoryMeetWilkins_4;Грэг;И ты можешь звать меня просто Грэг.
001_gregoryMeetWilkins_5;;Это что теперь значит, он тогда вообще не шутил? Может стоит его еще расспросить о предыдущих местах работы? Вдруг он правда ест жесткие диски в качестве десерта?
001_gregoryMeetWilkins_6;Грэг;Ты наверное надумал про меня всякого. Прости, но я не мог тебе сразу сказать, иначе не заслужил бы твоего доверия.
001_gregoryMeetWilkins_7;Грэг;Нам сказали присмотреть за тобой пока ты был на задании. Строго говоря это было <i>наше</i> задание, а тебя просто прислали нам в помощь.
001_gregoryMeetWilkins_8;Грэг;Прошу простить меня, что не рассказываю все сразу. Начнем по порядку.
001_gregoryMeetWilkins_9;Грэг;Ты сейчас находишься в офисе бюро Обнаружения Трансцендентных Действий. 
001_gregoryMeetWilkins_10;Грэг;Я и Тома были на задании в мире Бесконечного Склада Магне Корп, когда ты прибыл к нам на тестовое задание от бюро.
001_gregoryMeetWilkins_11;Грэг;То, что ты оказался здесь, уже означает, что у тебя есть как минимум одна исключительная способность.
001_gregoryMeetWilkins_12;Грэг;И эта способность как раз та причина, по которой ты оказался здесь, в офисе ОТД.
001_gregoryMeetWilkins_13;;Способность?
001_gregoryMeetWilkins_14;Грэг;Тебе придется оставить все восмоминания о доме в прошлом.
001_gregoryMeetWilkins_15;Грэг;В большинстве случаев, когда человека нанимает Бюро, это значит, что его уже никто не ждет.
001_gregoryMeetWilkins_16;;Значит ты уже <b>не сможешь</b> вернуться.
001_gregoryMeetWilkins_17;Грэг;Ты теперь останешься здесь.
001_gregoryMeetWilkins_18;Грэг;Для родных… ты уже умер.
001_gregoryMeetWilkins_19;Грэг;Дело в твоей способности.
001_gregoryMeetWilkins_20;Грэг;Мы еще не до конца знаем как она работает, но ты не можешь умереть в привычном нам смысле.
001_gregoryMeetWilkins_21;Грэг;Окружающие видят твою смерть, это правда, но для тебя это как воспоминания о будущем, которое никогда не наступало.
001_gregoryMeetWilkins_22;Грэг;Правда в том, что для всех Уилкинс погиб при крушении поезда день назад.
001_gregoryMeetWilkins_23;Грэг;Думаю тебе стоит немного передохнуть, нужно все осознать.

;;
002_questionsToGreg;Грэг;Можешь спросить меня о чем хочешь. Постараюсь ответить на все.

002_questionsToGreg_response_1;;Что стало со складом? Нэнси и Митч впорядке?
002_questionsToGreg_response_2;;А какая у тебя способность?
002_questionsToGreg_response_3;;Чем занимается бюро?
002_questionsToGreg_response_4;;Нет у меня вопросов
002_questionsToGreg_response_4_1;;Ясно, буду иметь ввиду

010_aboutMitchAndNancy_1;Грэг;Не беспокойся, с ними все хорошо.
010_aboutMitchAndNancy_2;Грэг;Когда ты загрузил Тому в управляющий компьютер она взяла контроль над АСКА. Как выяснилось, Тома может отключить управлене складом.
010_aboutMitchAndNancy_3;Грэг;Только вот в последний момент АСКА сама выстрелила по своим серверам, чтобы не дать никому контроль над собой.
010_aboutMitchAndNancy_4;Грэг;Теперь склад остался без управляющего компьютера, но все должно стать лучше.
010_aboutMitchAndNancy_5;Грэг;Нэнси с Митчем так и останутся работать на складе. Может привлекут еще людей, кто знает.

011_whatsYourAbility_1;Грэг;Я не стану рассказывать тебе все, просто знай, что я могу свободно перемещаться между местами за Внешней дверью.
011_whatsYourAbility_2;Грэг;Мне не обязательно возвращаться в офис, чтобы перейти в другое измерение. 
011_whatsYourAbility_3;Грэг;А вот тебе придется каждый садиться в поезд.
011_whatsYourAbility_4;Грэг;Дам совет на будущее: выявление способностей часто связано с неприятными воспоминаниями, это не лучшая тема для разговора.
011_whatsYourAbility_5;Грэг;Просто будь внимателен к другим сотрудникам.

012_whatsOTD_1;Грэг;Если вкратце, мы предотвращаем угрозы из других измерений мультивселенной.
012_whatsOTD_2;;Масштабно.
012_whatsOTD_3;Грэг;Только если это угроза всего лишь с другой галактики, то это не наша ответственность.
012_whatsOTD_4;Грэг;Для этого есть всякие безумные дяди с монтировками.
012_whatsOTD_5;Грэг;Обнаружение Трансцендентных Действий означает, что мы ищем объекты и явления, попавшие к нам извне нашего мира.
012_whatsOTD_6;Грэг;Конечно, сперва следует узнать, действительно ли то, с чем мы работаем пришло из-за границ нашего измерения.
012_whatsOTD_7;Грэг;Если нет, то мы передаем дело в руки других ведомств.
012_whatsOTD_8;Грэг;Мы сотрудничаем со многими организациями по предотвращению угроз. Например, Фонд SCP, Теневое Правительство, "CERN" и так далее.
012_whatsOTD_9;Грэг;У нас десятки отделов по всему земному шару и ты находишься в 18 офисе.
012_whatsOTD_10;Грэг;Иногда случается так, что люди получают силу и технологии из другого измерения.
012_whatsOTD_11;Грэг;Мы обнаруживаем их так же как обычные трансцендентные угрозы. Сначала мы идем с ними на контакт, пытаемся понять их намерения.
012_whatsOTD_12;Грэг;И если человек согласен, он становится частью бюро.
012_whatsOTD_13;Грэг;Это и случилось с тобой.
012_whatsOTD_14;;Это то, что не дает тебе так просто сыграть в ящик.
012_whatsOTD_15;Грэг;Мы до конца не знаем как именно это произошло и на что ты способен.
012_whatsOTD_16;Грэг;Поэтому постарайся лишний раз не попадать в неприятности.

100_gertaAfterWarehouse_1;Герта;"Уилкинс, ты вернулся!" — восторг искренне читался на ее лице — "Узнал что-нибудь новое о себе?"
100_gertaAfterWarehouse_2;;...
100_gertaAfterWarehouse_3;;Ты знаешь, что не сможешь вернутся домой.
100_gertaAfterWarehouse_4;;И похоже, теперь ты работаешь здесь.
100_gertaAfterWarehouse_5;Герта;Ох, Грэг похоже тебе все объяснил.
100_gertaAfterWarehouse_6;Герта;Это ужасно неловко! Тебя запихнули к нам совсем не спрашивая, прости нас.
100_gertaAfterWarehouse_7;Герта;Мы здесь все готовы помочь тебе, только попроси.
100_gertaAfterWarehouse_8;Герта;Я готова помочь тебе в любое время, не стесняйся)
100_gertaAfterWarehouse_9;;Эта девушка уже должна выиграть премию "Лучший секретарь года".
100_gertaAfterWarehouse_10;;Затем она мило улыбнулась наклонив голову.
100_gertaAfterWarehouse_11;;Все премии. Секретарь века.
100_gertaAfterWarehouse_12;Герта;Тебе, наверное, интересно почему тебя отправили на тот жуткий склад?
100_gertaAfterWarehouse_13;;Она немного помедлила смотря в сторону.
100_gertaAfterWarehouse_14;Герта;Это… ха-ха… Вообще, это была идея Джеффа. Он хотел проверить тебя в "боевой обстановке". 
100_gertaAfterWarehouse_15;Герта;Конечно же я была против, но все же он мой начальник. И кстати твой тоже.
100_gertaAfterWarehouse_16;;Начальству нужно подчинятся.
100_gertaAfterWarehouse_17;;Но ты решительно отказываешься от такого начальника!
100_gertaAfterWarehouse_18;Герта;Ах, да! Вот, возьми, это твое удостоверение ОТД. Держи всегда при себе. 
100_gertaAfterWarehouse_19;Герта;Еще тебе потребуется форма, вроде бы она у Джеффа.
100_gertaAfterWarehouse_20;Герта;А пока отдыхай, ты заслужил.

;;
101_gertaFirstMission_1;Герта;Нелегко тебе пришлось, я понимаю.
101_gertaFirstMission_2;Герта;Сразу вспоминается  мое первое задание.
101_gertaFirstMission_3;Герта;Тогда все пошло настолько плохо, что мне месяц потом снились кошмары.
101_gertaFirstMission_4;Герта;Поэтому я лучше здесь, в офисе буду работать.

;;
200_tomaMeetWilkins_1;Тома;Уилкинс! Я счастлива, зная что ты здесь)
200_tomaMeetWilkins_2;;Сколько восторгов.
200_tomaMeetWilkins_3;Тома;Удивлен? Не ожидал меня здесь увидеть?
200_tomaMeetWilkins_4;Тома;Ты всего лишь скопировал меня на тот диск и подключил к управляющему компьютеру АСКА.
200_tomaMeetWilkins_5;Тома;Думал, ты действительно стер меня? Ха-ха, зато очень нам помог, спасибо большое)
200_tomaMeetWilkins_6;;(К чему весь этот спектакль? Повеселиться хотели?)
200_tomaMeetWilkins_7;Тома;Надеюсь тебя это не задело? Прости пожалуйста!
200_tomaMeetWilkins_8;Тома;Я хотела поближе с тобой познакомиться, когда узнала, что у нас новичок.
200_tomaMeetWilkins_9;Тома;У нас шесть лет не было новеньких. Правда же, я сделала это оригинально?
200_tomaMeetWilkins_10;;...
200_tomaMeetWilkins_11;Тома;Хочешь сказать это было глупо?! Это вообще-то тест для сотрудников бюро на доверие своим членам команды! Он же тебе понравился??
200_tomaMeetWilkins_12;;...
200_tomaMeetWilkins_13;Тома;Я вообще-то сама его придумала! Теперь на коленях извиняйся, бака!
200_tomaMeetWilkins_14;Герта;Ребята, ребята, успокойтесь.
200_tomaMeetWilkins_15;Герта;Уилкинс, прости Тому, она помогает всем членам бюро, когда они испытывают трудности.
200_tomaMeetWilkins_16;Герта;Тома, он еще новенький, постарайся подружиться с ним и объяснить как все здесь устроено.
200_tomaMeetWilkins_17;Герта;Хорошо?
200_tomaMeetWilkins_18;Тома;Хорошо, мисс Герта.
200_tomaMeetWilkins_19;Герта;Вот и славно.
200_tomaMeetWilkins_20;Тома;В общем… Обращайся, если тебе нужна с чем-то помощь.

201_tomaAboutJeff_1;Тома;Кстати, Уилкинс.
201_tomaAboutJeff_2;Тома;Я здесь с тех пор когда еще Грэг был главным.
201_tomaAboutJeff_3;Тома;Тогда Джефф только-только к нам пришел.
201_tomaAboutJeff_4;Тома;Ты бы знал каким он был тихим и неуверенным.
201_tomaAboutJeff_5;Тома;Просто душка, такой паинька! Прямо как ты сейчас)

;;
300_jeffMeetsWilkins_1;Босс Джефф;732…
300_jeffMeetsWilkins_2;Босс Джефф;733…
300_jeffMeetsWilkins_3;Босс Джефф;А-а, помощник! Ты вернулся!
300_jeffMeetsWilkins_4;Босс Джефф;Пришел за следующими указаниями? А может ты соскучился по мне и хочешь провести со мной время, ха-ха!
300_jeffMeetsWilkins_5;;Пришло время ответить за твои страдания. Давай, выскажи ему все, что думаешь.
300_jeffMeetsWilkins_6;Босс Джефф;Ты теперь в бюро, сынок. Добро пожаловать к нам!
300_jeffMeetsWilkins_7;Босс Джефф;А значит самое время заняться серьезными делами.
300_jeffMeetsWilkins_8;Босс Джефф;Тебе предстоит многое узнать, новичок. Как же повезло, что у тебя такой снисходительный босс как я.
300_jeffMeetsWilkins_9;Босс Джефф;Для начала, мы занимаемся вещами, в которых недостаточно просто "поймать преступника".
300_jeffMeetsWilkins_10;Босс Джефф;Проблемой, которую мы решаем могут быть сами устои мира, нечто более фундаментальное чем обитатели самого измерения.
300_jeffMeetsWilkins_11;Босс Джефф;В таких случаях сами правила игры против тебя, вот почему сотрудник бюро должен быть готов к любому безумию. И быть сильнее любого быка!
300_jeffMeetsWilkins_12;;Может ему стоит перестать отжиматься и объяснить все нормально.
300_jeffMeetsWilkins_13;Босс-Сильнее-Любого-Быка;Посмотри на меня, я еще не достиг предела!
300_jeffMeetsWilkins_14;Босс Джефф;Ты сам все поймешь, когда выполнишь пару заданий.
300_jeffMeetsWilkins_15;Босс Джефф;И я знаю какое будет твоим следующим.
300_jeffMeetsWilkins_16;Босс Джефф;Тебе снова нужен билет на поезд.
300_jeffMeetsWilkins_17;Босс Джефф;А и вот возьми, твоя форма, ее как раз доставили.
300_jeffMeetsWilkins_18;Босс Джефф;Теперь немного о твоем задании, в этот раз ты будешь один. Но не дрейфь, дело плевое, тебе по зубам!
300_jeffMeetsWilkins_19;Босс Джефф;Мы выяснили, что появился человек способный менять поведение других людей по своему желанию. Звучит опасно, но вот только он этого не осознает.
300_jeffMeetsWilkins_20;Босс Джефф;Для него это все как сон, все вокруг него меняется, а он думает, что все так и должно быть. Будто это часть реальности, вот же бред!
300_jeffMeetsWilkins_21;Босс Джефф;С тобой ничего такого не случится, малец, все схвачено.
300_jeffMeetsWilkins_22;Босс Джефф;Или ты думал, что такой заботливый босс как я разбрасывается подчиненными как деньгами?
300_jeffMeetsWilkins_23;Босс Джефф;Для этого мы даем тебе Якорь Реальности. Он действует только на тебя, но если ты прикоснешься к другому человеку, тот тоже "проснется".
300_jeffMeetsWilkins_24;Босс Джефф;Твоя задача выяснить, что служит источником его силы и нейтрализовать этого огурчика.
300_jeffMeetsWilkins_25;Босс Джефф;Все усек?
300_jeffMeetsWilkins_26;Босс Джефф;Тогда вперед, воин, на поезд!

301_findEscapist_1;Босс Джефф;Иди же, у тебя не почасовая оплата.
301_findEscapist_2;Босс Джефф;Огурчик сам себя не поймает.
301_findEscapist_3;Босс Джефф;Иди на поезд, амиго.